time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-09-18T03:43:21.970Z,28.5397,129.9365,35,4.7,mb,30,116,2.249,0.39,us,us7000kwe2,2023-09-19T02:08:07.040Z,"Ryukyu Islands, Japan",earthquake,5.31,1.757,0.133,17,reviewed,us,us
2023-09-18T03:10:14.650Z,44.0454,11.6843,10,5.1,mww,71,36,0.594,0.62,us,us7000kwdw,2023-09-19T15:39:22.394Z,"5 km SW of Tredozio, Italy",earthquake,3.65,1.803,0.045,48,reviewed,us,us
2023-09-18T02:54:04.143Z,13.2212,120.3434,35,5,mb,56,69,10.029,0.73,us,us7000kwdu,2023-09-19T01:22:43.267Z,"Mindoro, Philippines",earthquake,7.2,1.809,0.066,74,reviewed,us,us
2023-09-18T02:40:58.390Z,17.9598333333333,-66.8451666666667,14.43,2.88,md,24,184,0.03581,0.17,pr,pr71425158,2023-09-18T02:59:16.120Z,"4 km SW of Indios, Puerto Rico",earthquake,0.4,0.4,0.116308301629749,9,reviewed,pr,pr
2023-09-18T02:38:03.941Z,44.055,11.6785,15.269,4.2,mb,37,69,0.585,0.59,us,us7000kwdq,2023-09-19T01:10:38.040Z,"5 km WSW of Tredozio, Italy",earthquake,2.16,5.22,0.187,8,reviewed,us,us
2023-09-17T23:18:53.102Z,55.3077,164.6612,10,4.5,mb,51,123,4.209,0.46,us,us7000kwdc,2023-09-18T02:37:23.040Z,"171 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,10.64,1.915,0.079,47,reviewed,us,us
2023-09-17T22:54:37.838Z,-55.9919,-27.0661,35,5.1,mb,73,57,5.669,0.62,us,us7000kwd8,2023-09-18T02:32:14.040Z,"South Sandwich Islands region",earthquake,10.14,1.839,0.072,63,reviewed,us,us
2023-09-17T22:20:40.239Z,-5.2399,147.1208,197.318,4.1,mb,19,147,4.138,0.49,us,us7000kwd3,2023-09-18T03:22:10.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,15.55,9.062,0.135,15,reviewed,us,us
2023-09-17T20:20:29.892Z,35.4436,-113.2258,5,2.8,ml,11,66,0.572,0.31,us,us7000kwcr,2023-09-17T20:58:29.505Z,"Arizona",earthquake,1.44,1.948,0.043,70,reviewed,us,us
2023-09-17T20:16:53.721Z,57.154,-155.5682,59.6,3,ml,,,,0.31,ak,ak023bybqg3g,2023-09-17T20:36:41.040Z,"81 km SW of Karluk, Alaska",earthquake,,2,,,automatic,ak,ak
2023-09-17T20:03:45.599Z,-28.258,-71.2664,35.786,4.6,mb,23,141,0.9,0.82,us,us7000kwcl,2023-09-17T20:43:35.040Z,"60 km NW of Vallenar, Chile",earthquake,6.47,9.435,0.243,5,reviewed,us,us
2023-09-17T18:09:29.763Z,-5.386,34.8543,10,4.3,mb,12,156,4.378,1.13,us,us7000kwca,2023-09-17T18:40:03.040Z,"Tanzania",earthquake,11.59,1.961,0.238,5,reviewed,us,us
2023-09-17T16:23:34.911Z,38.7506,71.7288,37.855,4.6,mb,49,42,2.131,1.17,us,us7000kwbr,2023-09-17T17:07:24.040Z,"Afghanistan-Tajikistan border region",earthquake,5.06,6.215,0.066,69,reviewed,us,us
2023-09-17T16:21:28.840Z,17.8578333333333,-66.861,11.87,2.8,md,10,250,0.1179,0.12,pr,pr71425143,2023-09-17T16:30:19.820Z,"13 km SSE of Guánica, Puerto Rico",earthquake,0.88,0.69,0.209149964642227,7,reviewed,pr,pr
2023-09-17T15:19:50.413Z,50.8138,-130.3434,10,4.1,mb,22,208,1.415,1.06,us,us7000kwbk,2023-09-17T16:59:02.040Z,"231 km W of Port McNeill, Canada",earthquake,4.38,1.944,0.086,37,reviewed,us,us
2023-09-17T14:30:17.220Z,18.9118333333333,-66.7975,20.26,3.28,md,14,270,0.5015,0.18,pr,pr71425133,2023-09-17T15:18:03.340Z,"47 km N of Hatillo, Puerto Rico",earthquake,1.14,17.41,0.0492564751443156,11,reviewed,pr,pr
2023-09-17T12:58:45.533Z,-15.6024,168.1502,10,4.6,mb,26,136,6.142,0.74,us,us7000kwb6,2023-09-17T13:18:56.040Z,"",earthquake,9.4,1.84,0.133,18,reviewed,us,us
2023-09-17T11:54:00.157Z,-10.1402,161.3234,93.277,5,mww,76,120,1.525,0.66,us,us7000kwb2,2023-09-18T09:16:57.214Z,"74 km WNW of Kirakira, Solomon Islands",earthquake,9.74,6.328,0.098,10,reviewed,us,us
2023-09-17T11:28:11.292Z,50.7956,-130.2988,10,5.6,mww,82,131,1.385,0.77,us,us7000kwaz,2023-09-21T23:15:20.619Z,"228 km W of Port McNeill, Canada",earthquake,5.66,1.846,0.027,130,reviewed,us,us
2023-09-17T10:56:14.763Z,-8.3135,127.8269,10,4.4,mb,27,119,3.797,0.46,us,us7000kwar,2023-09-17T11:18:46.040Z,"94 km ENE of Lospalos, Timor Leste",earthquake,8.87,1.922,0.123,19,reviewed,us,us
2023-09-17T09:59:18.000Z,50.332,-128.649,12,4.3,Mb,45,176.39998588800114,4.064877,1.42,at,at00s14jqu,2023-09-20T11:29:47.518Z,"",earthquake,0,0,,20,reviewed,at,at
2023-09-17T09:59:00.075Z,50.9247,-130.0803,10,4.5,mwr,65,157,1.268,0.74,us,us7000kwak,2023-09-17T10:43:31.040Z,"214 km W of Port McNeill, Canada",earthquake,3.15,1.957,0.057,30,reviewed,us,us
2023-09-17T07:55:25.609Z,17.7426,-81.6524,10,4.2,mb,123,96,2.425,0.69,us,us7000kwag,2023-09-17T21:52:40.782Z,"173 km S of George Town, Cayman Islands",earthquake,8.01,1.962,0.045,134,reviewed,us,us
2023-09-17T07:43:08.623Z,48.0959,-115.2228,12.184,2.6,ml,30,109,0.364,0.43,us,us7000kwae,2023-09-22T01:34:23.272Z,"6 km WNW of Happys Inn, Montana",earthquake,5.48,7.943,0.048,56,reviewed,us,us
2023-09-17T07:08:54.480Z,47.60316666666667,-121.76083333333334,15.79,2.5,ml,66,105,0.1022,0.38,uw,uw61960406,2023-09-20T18:40:58.128Z,"9 km NNE of Snoqualmie, Washington",earthquake,0.37,0.69,0.13993637947726945,49,reviewed,uw,uw
2023-09-17T06:54:38.130Z,18.9801,-68.38,65,3.57,md,14,285,0.4662,0.49,pr,pr2023260001,2023-09-17T07:31:17.620Z,"44 km N of Punta Cana, Dominican Republic",earthquake,4.61,4.62,0.14,12,reviewed,pr,pr
2023-09-17T06:49:49.583Z,23.9566,90.6356,10,4,mb,23,154,5.265,0.33,us,us7000kwaj,2023-09-17T11:40:40.412Z,"9 km WNW of Narsingdi, Bangladesh",earthquake,6.9,2,0.15,12,reviewed,us,us
2023-09-17T04:28:34.940Z,17.8898333333333,-66.868,11.32,2.64,md,7,238,0.08543,0.12,pr,pr71425098,2023-09-17T04:37:31.810Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.81,0.75,0.228595413933893,6,reviewed,pr,pr
2023-09-17T04:12:33.718Z,11.3007,125.3317,81.88,4.2,mb,21,112,4.211,0.74,us,us7000kx4y,2023-09-22T01:52:50.040Z,"21 km NNW of Balangiga, Philippines",earthquake,13.05,7.217,0.187,11,reviewed,us,us
2023-09-17T04:01:46.505Z,-29.419,-71.3115,40.722,5,mwr,62,88,0.502,0.84,us,us7000kw9z,2023-09-22T08:48:13.040Z,"54 km N of La Serena, Chile",earthquake,3.39,5.817,0.043,52,reviewed,us,us
2023-09-17T03:17:57.689Z,-27.0414,-71.4307,10,4.5,mb,28,139,1.009,0.66,us,us7000kw9v,2023-09-19T23:13:08.040Z,"114 km WNW of Copiapó, Chile",earthquake,5.56,1.42,0.18,9,reviewed,us,us
2023-09-17T02:58:11.429Z,19.1513,121.1799,35,4.5,mb,44,86,3.649,1.08,us,us7000kw9u,2023-09-22T02:12:02.040Z,"59 km N of Namuac, Philippines",earthquake,7.98,1.699,0.102,29,reviewed,us,us
2023-09-17T02:47:09.060Z,18.1533333333333,-66.4033333333333,7.69,2.64,md,14,84,0.0825,0.21,pr,pr71425093,2023-09-17T03:03:05.300Z,"8 km S of Orocovis, Puerto Rico",earthquake,0.38,0.34,0.141912143963832,7,reviewed,pr,pr
2023-09-17T02:18:05.626Z,-37.7041,-75.2382,10,5,mb,49,143,1.893,1.02,us,us7000kw9k,2023-09-22T08:33:23.040Z,"140 km W of Lebu, Chile",earthquake,6.87,1.889,0.047,147,reviewed,us,us
2023-09-17T02:00:26.802Z,34.5703,98.9534,10,4.4,mb,31,76,4.119,0.87,us,us7000kw9h,2023-09-17T06:59:34.321Z,"202 km W of Oula Xiuma, China",earthquake,9.95,1.898,0.139,16,reviewed,us,us
2023-09-17T01:51:45.400Z,18.2341,-68.3758,71,3.77,md,10,258,0.2799,0.46,pr,pr2023260000,2023-09-17T02:45:41.040Z,"29 km ESE of Boca de Yuma, Dominican Republic",earthquake,5.99,2.95,0.04,2,reviewed,pr,pr
2023-09-17T00:59:49.757Z,-54.0896,7.7244,10,4.4,mb,13,96,18.236,0.45,us,us7000kx4w,2023-09-21T22:37:59.040Z,"Bouvet Island region",earthquake,10.56,1.92,0.161,11,reviewed,us,us
2023-09-17T00:54:47.690Z,17.8935,-66.8413333333333,14.68,2.54,md,20,208,0.08878,0.1,pr,pr71425068,2023-09-17T01:13:41.000Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.66,0.42,0.0735122300515001,5,reviewed,pr,pr
2023-09-17T00:04:19.505Z,38.9352,71.6971,10,4.3,mb,33,113,0.547,0.93,us,us7000kw8y,2023-09-17T00:34:07.040Z,"36 km SSE of Karakenja, Tajikistan",earthquake,3.12,1.96,0.133,16,reviewed,us,us
